station_complex_id,station_complex,borough,latitude,longitude,nearby_attractions
263,"63 Dr-Rego Park (M,R)",Queens,40.729847,-73.8616,"Marshalls, Burlington, T.J.Maxx, American Beauty and Health, Spa HH, Chabad Of Rego Park, Flawlessly Designed, Laura's Beauty Touch, Rego Beauty Spa, Federoff Triangle"
264,"Woodhaven Blvd (M,R)",Queens,40.733105,-73.86923,"Hoffman Park, Body Bar, Body and Care Spa, M.A.S. Skin Care Corp., 8551 Spa, Rego Park 99cents Market, ValeTours U.S.A Inc., The Great Escape Room, Jin Man Ting, T.J.Maxx"
265,"Grand Av-Newtown (M,R)",Queens,40.737015,-73.87722,"Vieira Coins & Collectibles, Paddy G's Sports Bar, Massage Spa, The Massage Chair, Qilin spa, Nova Esthetics, Queen Wellness Center, Queens Place Mall, Ananto's Zone, Fun Galaxy"
266,"Elmhurst Av (M,R)",Queens,40.742455,-73.88202,"Moore Homestead Playground, Veterans Grove, Qing Qing spa, Amadeus Nightclub, Ananto's Zone, Paddy G's Sports Bar, Vieira Coins & Collectibles, The Massage Chair, Massage Spa, Qilin spa"
268,"65 St (M,R)",Queens,40.74967,-73.89845,"Sugar N Coal, D'Haven, Topaz Arts, General Hart Playground, Elmjack Mall, Drip Gym, Bowlero Queens, La Boom, Carlos R. Lillo Park, Asian Foot Spa"
269,"Northern Blvd (M,R)",Queens,40.752884,-73.906006,"Marshalls, Bowlero Queens, Sunnyside Gardens Park, D'Haven, Sugar N Coal, Topaz Arts, General Hart Playground, Windmuller Park, La Boom, Studio Artego"
270,"46 St (M,R)",Queens,40.756313,-73.91333,"Luxury Van and Shuttle Bus NYC, Manhattan Theatre Club (MTC), TCM Classic Film Tour, Studio Artego, La Boom, Green Aura Spa, Fusion Lounge NY, Silver Screen Limo, Greater Astoria Historical Society, Muncan Food Corporation"
271,"Steinway St (M,R)",Queens,40.756878,-73.92074,"Green Aura Spa, Fusion Lounge NY, Silver Screen Limo, Museum of the Moving Image, UA Kaufman Astoria Stadium 14 & RPX, Manhattan Theatre Club (MTC), Studio Artego, Photo Tour Nyc, see resume, Happy Spa"
272,"36 St (M,R)",Queens,40.75204,-73.92878,"Materials for the Arts, Clare Stokolosa artist, Carolina Power Wellness, Flux Factory, PartiesMania, Doha Bar Lounge, Cavali New York, Kanga's Indoor Playcenter and Cafe, Veronica's Bar, Vista Sky Lounge"
273,"Queens Plaza (E,M,R)",Queens,40.748974,-73.93724,"healme.nyc, Diamante Esthetics New York City, The Secret Theatre, Diego Salazar Art Gallery, Elevator Historical Society, Skin Philosophy, Everyone Comics And Books, CookSingleNYC, Esscape Room, Brooklyn Boulders"
276,"5 Av/53 St (E,M)",Manhattan,40.760166,-73.97523,"Davidoff of Geneva, Monkey Bar, Lever House, Wook + Lattuada Gallery, Thomas Pink, Paley Park, Dji Fifth Avenue, Martayan Lan Antique Maps, Paul Labrecque Salon & Spa, Carlton Fine Arts"
277,"7 Av (E,B,D)",Manhattan,40.762863,-73.981636,"Breathe Salt Rooms, Hope Sculpture, NYC Gifts and Luggage, AXA Gallery, 6 1/2 Avenue, Blackbird Worldwide, Escape Skin Care Salon & Day Spa, Rubenstein Communications, Inc., Your VIP Pass, Spa and Fitness Center"
278,"Jamaica Center-Parsons/Archer (E,J,Z)",Queens,40.70215,-73.80111,"King Manor Museum and Park, Jamaica Multiplex Cinemas, Burlington, Target, Jamaica Center for Arts & Learning, Shoppers World, Jouvay Night Club, Amazura, Gq Event, Long Island Rail Road"
279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Queens,40.700485,-73.80797,"Amazura, Gq Event, Long Island Rail Road, Deep Favor Shalom Spa, Prem's Luxury Transportation Inc, Chauffeur Service, Jouvay Night Club, King Manor Museum and Park, Jamaica Multiplex Cinemas, Burlington"
280,Jamaica-Van Wyck (E),Queens,40.702564,-73.81686,"Howard Von Dohlen Playground, Amazura, Gq Event, Long Island Rail Road, Prem's Luxury Transportation Inc, Maloney's"
282,21 St (G),Queens,40.744064,-73.94972,"Y&y Transfer - Transporte Brasileiro Em New York, The Infamous, The Dan Flavin Art Institute, Museum Of Urban Arts | Moua, MoMA PS1, Fine Art Frameworks, Chabad Of Long Island City, Tailormade For You, Irena Hochman Fine Art Ltd, Five Iron Golf"
283,Greenpoint Av (G),Brooklyn,40.731354,-73.95445,"Offbeat New York, The Wondermart, CryoBodyBK - Brooklyn Cryotherapy Spa, Union Baptist Church of Brooklyn, Sunshine Laundromat, Starhawk Design Studio, Adelina's, Spa Palace, Greenwich Village, Good Room"
284,Nassau Av (G),Brooklyn,40.724636,-73.95128,"Shop 86, Lake Street Bar, Simuvac Projects, Butterfly Day Spa, Blue Angel Spa, Olivier's Trails DMC, Park Deli Greenpoint, Connie O's Pub, Grapepoint Wines, Film Noir Cinema"
286,Broadway (G),Brooklyn,40.706093,-73.95031,"Sternberg Park, Canal Jeans, E. V. Haughwout Building, Exprink, Shoppers World, Brooklyn Comedy Collective, Club Nihil, סיורים בניו יורק בעברית Glasshouse Tours, Aloha Skincare, Brooklyn Nails & Spa Salon"
287,Flushing Av (G),Brooklyn,40.70038,-73.95023,"De Hostos Playground, The Bishop, Stockton Playground, Bartlett Playground, Charlie's Place, Marcy Playground, Keter Judaica, Shtetl Art Gallery, Fat Albert, Gallery54"
288,Myrtle-Willoughby Avs (G),Brooklyn,40.69457,-73.94904,"Marcy Playground, Banneker Playground, Herbert Von King Park, Stockton Playground, The Bishop, Charlie's Place, Bartlett Playground, Gardenerskbar, Sugar Hill Restaurant & Supper Club, The Angry Dog"
289,Bedford-Nostrand Avs (G),Brooklyn,40.68963,-73.95352,"The Black Swan, The Angry Dog, Sugar Hill Restaurant & Supper Club, Gardenerskbar, Banneker Playground, Herbert Von King Park, Marcy Playground, King of NY Biggie Memorial, So Beautiful Salon & Spa, LLC, Do or Dive"
290,Classon Av (G),Brooklyn,40.688873,-73.96007,"Inside Out Tours, Jane Bailey Memorial Garden, NeishaStarz Esthetics, The Holler, Jcc Brooklyn - Clinton Hill, Pottery Studio 1, Tillou Fine Art, Greene Playground, Hanson Dry, Walking Tours, With Yelling"
291,Clinton-Washington Avs (G),Brooklyn,40.688087,-73.96684,"Masonic Temple-Brooklyn, Wine & Desing, Heritage Wines, Queen of Hearts, Albert J Parham Playground, Rhodora Wine Bar, Vino Bueno Liqueur, Fort Greene Park, School of Wonder, Fort Greene"
292,Fulton St (G),Brooklyn,40.68712,-73.97537,"Moes Bar and Lounge, Melt Massage, Burlington, Zuri's Petite Spa, Museum Of Contemporary African Diasporan Art, Irondale Center, Fort Greene Park Conservancy, Mayflower, Chi Moshi Inc., Cuyler Gore Park"
293,Van Cortlandt Park-242 St (1),Bronx,40.889248,-73.89858,"Fenwicks, The Old Guard of the City of New York, MBS LUXURY TRANSPORTATION INC, Santa Fe Bar & Grill, Van Cortlandt House Museum"
294,238 St (1),Bronx,40.884666,-73.90087,"Cooney Grauer Field, Bailey Playground, Fenwicks, Blue Skin Laser Spa, Riverdale Vintner, Stewards Of Ewen Park, Ewen Park, Lot Less Bronx, Narcisses Spa, Ng Spa"
295,231 St (1),Bronx,40.878857,-73.90483,"Lot Less Bronx, Ng Spa, Narcisses Spa, T.J.Maxx, Mary Spa, Target Riverdale, Marshalls, Marble Hill Playground, Blue Skin Laser Spa, Riverdale Vintner"
296,Marble Hill-225 St (1),Manhattan,40.87456,-73.90983,"Marble Hill Playground, SusanSez NYC Walkabouts, SusanSez NYC Walkabouts, Campbell Sports Center, Lawrence A Wien Stadium, Park Terrace Deli, Linda A. Cooks, Marshalls, Target Riverdale, T.J.Maxx"
297,215 St (1),Manhattan,40.869446,-73.915276,"Boletosexpress, Endless Beauty Medspa, 11:11 Restaurant & Lounge, Inwood Healing Arts, AG2G Tattoo Removal, Rejuve Face & Body Spa, Gay Bar Hop, Post Billiards Cafe, Devoe Park, Isham Park"
298,207 St (1),Manhattan,40.86462,-73.91882,"Post Billiards Cafe, Gay Bar Hop, Rejuve Face & Body Spa, AG2G Tattoo Removal, Inwood Healing Arts, 11:11 Restaurant & Lounge, Endless Beauty Medspa, Boletosexpress, Sherman Creek Park, NYC Gay Tour"
299,Dyckman St (1),Manhattan,40.86053,-73.92554,"Highbridge Dirt jump Park, MAD Tours & Events, Highbridge Park, Golden Touch Spa, A Spa Massage, Fort Tryon Park, Swindler Cove Park, Roberto Clemente State Park, Monsignor Kett Playground, NYC Gay Tour"
300,191 St (1),Manhattan,40.855225,-73.92941,"Chabad Of Washington Heights, Amelia Gorman Park, Ym-ymha Of Washington Heights & Inwood, Isle Of New York Tours, St. Frances Cabrini Shrine Nyc, Noshwalks, Vines on Pine, Sava Spa, Highbridge Dirt jump Park, Fort Tryon Park"
301,181 St (1),Manhattan,40.849506,-73.93359,"New York Department Store, Likras Shabbos, Beth Am, The People's Temple, Little Red Lighthouse, Bennett Park, Central Park Food Tours, Le Spa, Heather Garden, United Palace, Plaza de Las Americas"
303,157 St (1),Manhattan,40.83404,-73.94489,"Hispanic Society of America, American Academy of Arts and Letters, The New York Tour, Quality of Touch, Church of the Intercession, Romanova Tours, New Covenant Temple, Metropolis Tours, St. Luke African Methodist Episcopal  Church, Carmansville Playground"
304,145 St (1),Manhattan,40.82655,-73.95036,"Palisades Playground, Riverbank State Park, Broodthaers Society of America, Holly Mehedin, Harlem Public, Massage Vibes Llc, Park, Harlem Cigar Room, Harlem One Stop Walking Tours, Hope Steven Garden"
305,137 St-City College (1),Manhattan,40.822006,-73.953674,"Tour Gordon NJ, Harlem One Stop Walking Tours, Harlem Cigar Room, Hope Steven Garden, Holly Mehedin, Broodthaers Society of America, Riverbank State Park, Palisades Playground, Harlem Public, Hamilton Grange National Memorial"
306,125 St (1),Manhattan,40.815582,-73.958374,"Madame Alexander Doll Company, Antioch Baptist Church, Church of Saint Joseph of the Holy Family, Morningside Park, Showmans Jazz Club, St.nicholas I, Greater Zion Hill Baptist Church, Playground 123, Hancock Park, Harlem Bazaar"
307,116 St-Columbia University (1),Manhattan,40.80772,-73.96411,"Miller Theatre, Lewisohn Lawn, Riverside Park, The Riverside Church, General Grant National Memorial, Sakura Park, Orpheus Chamber Orchestra, Arthur Ross Architecture Gallery, Saint Paul Chapel, Royal Home Kitchen"
308,Cathedral Pkwy (110 St) (1),Manhattan,40.803967,-73.96685,"VIP Sauna, Hudson River Repertory Company, Inc., Nicholas Roerich Museum, Smoke, Long Teng II Massage Spa, Tap A Keg, Hostelling International New York - Day Tours, Pottery Studio 1, Peng's Bodywork, Carmel Car & Limousine Service"
309,103 St (1),Manhattan,40.799446,-73.968376,"Peng's Bodywork, New York Gilbert and Sullivan Players, Happy Warrior Playground, St. Michael's Episcopal Church, Carmel Car & Limousine Service, The Lotus Garden, Chabad Lubavitch Of The Upper West Side, Pottery Studio 1, Hostelling International New York - Day Tours, Sephora"
310,"96 St (1,2,3)",Manhattan,40.79392,-73.97232,"Jade Day Spa, Holy Name of Jesus - St. Gregory The Great, Dive Bar NYC, Sunny Sunflower Spa, Dr. Robert Morrison D.C., Manhattan Mark Tours, Symphony Space, Gite A Piedi New York Tours, Bevin Dillon, Sacred Heart Revolution"
311,86 St (1),Manhattan,40.788643,-73.97622,"Saint Ignatius of Antioch Episcopal Church, St. Paul & St. Andrew United Methodist Church, The Balcony Theater, Flowers On The Park, DLK Day Spa, NY Tour Monkey, Central Park Boxing, Dial 7 Car and Limousine Service, Nadja Hansen/ Art Explorations, Soldiers' and Sailors Monument New York"
312,79 St (1),Manhattan,40.783936,-73.97992,"Green Power Wellness I, Banksy's ""Hammer Boy"", Dublin House, Montmartre, Mochi Dolci, The Drilling Company, Blondie's Team Trivia Night, Blondies Sports NYC, Allan & Suzi, Central Park Bicycle Shop"
313,"72 St (1,2,3)",Manhattan,40.778454,-73.98197,"The Dorilton, Art of Intuitive Photography, Valor Mixed Martial Arts, 72 St. Station, Bloomingdale's, The Ansonia, Steps on Broadway - Day Classes, Westsider Records, Amenity Spa, The Art Story Foundation"
314,66 St-Lincoln Center (1),Manhattan,40.77344,-73.98221,"American Folk Art Museum, Century 21 Stores, Lincoln Plaza Cinemas, Tower Records, Alice Tully Hall, Vivian Beaumont Theater - Macbeth, The Juilliard School, New York Philharmonic, Empire Lobby Bar, American Bible Society  Library"
316,50 St (1),Manhattan,40.761726,-73.98385,"Winter Garden Theatre, USA Guided Tours New York, The Iridium, OnBoard Tours - Day Tours, Rodgers & Hammerstein's OKLAHOMA!, Circle in the Square Theatre, The Office!  A Musical Parody, The Fantasticks on Broadway, Act & Sip NYC, Woodbury Bus"
318,"34 St-Penn Station (1,2,3)",Manhattan,40.750374,-73.99106,"ZeroSpace: The Show, Northern Grade Marketplace, Madison Square Garden, Quancy Spa, Vamoose Bus, Golden Bell Spa, Old Navy, De Gustibus Cooking School, Finish Line, Experience NY Now"
319,28 St (1),Manhattan,40.747215,-73.99336,"Martinez Handmade Cigars, Flute Center of New York, Taiji Bodywork, CityTouch Licensed Massage Therapy, Alexspot24, Joseph D. Lawrence, Mission Nightclub, FotoLab Studio - NYC Self-Portrait Studio, Grand Central Bodywork, Peg Park Architects"
320,23 St (1),Manhattan,40.74408,-73.99566,"H2O Massage Spa, Deep Massage, Gotham Comedy Club, Underground Donut Tour, Dan's Chelsea Guitars, Holly Solomon Gallery, Chabad of Chelsea, Barracuda, Cinepolis, Psychic Advice & Tarot Readings By Amy"
321,18 St (1),Manhattan,40.74104,-73.99787,"Strive Trips, Sugar Cookies NYC, NY Wine Tours, Samantha Roberts, Chelsea Green, Rubin Museum Of Art, Joyce Gold History Tours of NYC, Whisky Live New York, Gaynor Minden Boutique, Pure Vision Arts"
323,Christopher St-Sheridan Sq (1),Manhattan,40.73342,-74.00291,"Stonewall National Monument, Sheridan Square Viewing Garden, Cafe Bohemia, Crypt Keeper Tours, Sweeney Todd, Buyer & Cellar, Greenwich House Theater, All Things Project, Barrow Street Theatre, Blind Tiger Ale House"
324,Houston St (1),Manhattan,40.728252,-74.00536,"Hudson Street, D.esse Spa, Children's Museum of the Arts, La Cave Salon & Day Spa, James J Walker Park, Pro New York with Ruslan Ursu, Cherry Lane Theatre, Henrietta Hudson Bar, Lelabar, S10 Recovery"
325,Canal St (1),Manhattan,40.722855,-74.00628,"Albert Capsouto Park, Studio Analogous, JLene Then, EVOL Nightclub, Nancy Whiskey Pub, Imaginari, Jackie Robinson Museum, Ace, Internally Happy, Dahesh Museum of Art"
326,Franklin St (1),Manhattan,40.71932,-74.00689,"GhostBusters Firehouse Company 8, Sapar Contemporary Art Gallery, Bubble Lounge, 56 Leonard, City Pole, Rigor Hill Market, Galerie56, Langdon Florist, Lush, 33 Thomas Street"
327,"Chambers St (1,2,3)",Manhattan,40.715477,-74.00927,"Hal Bromm Gallery, On The Fringe, The Mysterious Bookshop, Tribeca Art Factory, Sunnyside, BeFree Community Church, Poster Museum, Philip Williams Posters, Zara, Hercules Art Studio Program"
328,WTC Cortlandt (1),Manhattan,40.711834,-74.01219,"Silverstein Family Park, PATH, & Other Stories, South Pole 9/11 Memorial, North Pool 9/11 Memorial, World Trade Center Memorial Foundation, The National 9/11 Memorial & Museum, XO World, One World Trade Center, Neuhaus Chocolate"
329,Rector St (1),Manhattan,40.70751,-74.01379,"Mad Men Cocktails Tour, SuperReal, Elizabeth H. Berger Plaza, Show Me Tours, Cat Lounge, Clinton Hall, China Institute, China Institute in America, Orthodox Union, Greenwich St. Jewelers"
333,"Wall St (2,3)",Manhattan,40.70682,-74.0091,"Bla bla llc, House of Morgan, Our Lady of Victory Church, NYTSTours, Castle Clinton National Monument, Federal Hall, Lower Manhattan Tours, New York Stock Exchange, Selia Yang, The Wall Street Experience - Wall Street Tours"
334,"Clark St (2,3)",Brooklyn,40.697468,-73.99309,"Cadman Plaza Park, Brooklyn War Memorial, Henry Street Ale House, Helipass USA, Squibb Park, Fifty Henry, Metrosails NYC Sailing Tours LLC, Brooklyn Photo Tours, Flora Nails & Spa, St. Ann's Warehouse"
336,"Hoyt St (2,3)",Brooklyn,40.690544,-73.98506,"Nordstrom Rack, Fulton Street Mall, Bargemusic, Macy's, T.J.Maxx, Bad Axe Throwing, House of Wax, Alamo Drafthouse Cinema, Paper and Flowers, City Point"
337,"Nevins St (2,3,4,5)",Brooklyn,40.688248,-73.98049,"Refresh Nail N Spa, Brooklyn Paramount, The Escape Game Brooklyn, DA SPOT NYC, Nordstrom Rack, Fulton Street Mall, Bargemusic, Macy's, City Point, Paper and Flowers"
339,"Bergen St (2,3)",Brooklyn,40.68083,-73.9751,"Shaka Shaka Tiki, Beer Witch, Barclays Center, Bklyn Clay, Chabad Jewish Center Of Prospect Heights West, Camp Broadway, Camp Broadway, Burlington, Zuri's Petite Spa, Museum Of Contemporary African Diasporan Art"
340,"Grand Army Plaza (2,3)",Brooklyn,40.675236,-73.97105,"Grand Army Plaza, Pop Icon, Ethan Pettit Gallery, Soldiers' and Sailors' Memorial Arch, Brooklyn Public Library Central Branch, Ethnojunkie, Underhill Walls, Murmrr Theatre, Mount Prospect Park, Eclectic Home"
341,"Eastern Pkwy-Brooklyn Museum (2,3)",Brooklyn,40.671986,-73.96438,"Brooklyn Museum, Brooklyn Botanic Garden, Prospect Park Zoo, Tooker Alley, Doctor Ronald McNair Park, The Shakespeare Garden, Discovery Garden, FiveMyles, Crown Heights Film Festival, Drink"
343,Nostrand Av (3),Brooklyn,40.669846,-73.95046,"Brooklyn Is Real Tours & Co, Marc And Jason's Playground, Lily'blush Body Bar, Geek Sauce Comedy Show, Drink, Boxe Studios, Skateyogi, Crown Heights Film Festival, FiveMyles, Chabad On Campus"
344,Kingston Av (3),Brooklyn,40.6694,-73.94216,"Chabad On Campus, Keter Judaica, Chabad Lubavitch World Headquarters, Jewish Brooklyn, Jewish Children's Museum, Crown Heights, Eber's Liquor & Wine, NYC Fashion Tours, The Bridge And Tunnel Gallery, Debonairs_hands"
345,"Crown Hts-Utica Av (3,4)",Brooklyn,40.668896,-73.932945,"A & R Liquor Store, Debonairs_hands, The Bridge And Tunnel Gallery, Jewish Children's Museum, Jewish Brooklyn, Crown Heights, Keter Judaica, Jewish Tours, Hamilton Metz Field, Chassidic Art Gallery"
346,Sutter Av-Rutland Rd (3),Brooklyn,40.66472,-73.92261,"East Flatbush Children's Playground, Lincoln Terrace Park Tennis Courts, Lincoln Terrace Arthur S Somers Park, Mazol Tov Tours, New Jersey"
347,Saratoga Av (3),Brooklyn,40.661453,-73.91633,Lincoln Terrace Park Tennis Courts
348,Rockaway Av (3),Brooklyn,40.662548,-73.90894,Livonia Park
349,Junius St (3),Brooklyn,40.663513,-73.90245,"Livonia Park, New York International Limousines, VACAYA"
350,Pennsylvania Av (3),Brooklyn,40.664635,-73.8949,"New York International Limousines, Livonia Park, VACAYA, Martin Luther King Jr. Playground, Steam Lounge & Spa"
351,Van Siclen Av (3),Brooklyn,40.665447,-73.8894,"Martin Luther King Jr. Playground, VACAYA, New York International Limousines, Linwood Playground, Steam Lounge & Spa"
352,New Lots Av (3),Brooklyn,40.666237,-73.88408,"Steam Lounge & Spa, Linwood Playground, Martin Luther King Jr. Playground"
353,"President St-Medgar Evers College (2,5)",Brooklyn,40.667885,-73.95068,"Marc And Jason's Playground, Lily'blush Body Bar, Geek Sauce Comedy Show, Brooklyn Is Real Tours & Co, Boxe Studios, Skateyogi, Drink, Bar Bayeux, Paw Prints New York, Gallery Particulier"
354,"Sterling St (2,5)",Brooklyn,40.662743,-73.95085,"Bar Bayeux, Paw Prints New York, Gallery Particulier, Dorsey's Fine Art Gallery, Island to Island Brewery, Inspired By Zoe, Lily'blush Body Bar, Marc And Jason's Playground, Geek Sauce Comedy Show, Boxe Studios"
355,"Winthrop St (2,5)",Brooklyn,40.65665,-73.9502,"Bar Bayeux, Dorsey's Fine Art Gallery, Island to Island Brewery, Reverie Garden Studio, Inspired By Zoe, Gallery Particulier, Paw Prints New York, Marc And Jason's Playground, Lily'blush Body Bar, Skateyogi"
356,"Church Av (2,5)",Brooklyn,40.650845,-73.94958,"The Secret Bloom Studio, Barclays Center In Brooklyn, Yoga Block Party, Ohel David & Shlomo, Plentys Paradise, Simple Eyebrow, Kings Theatre, Burlington, Massage Studio34, Reverie Garden Studio"
357,"Beverly Rd (2,5)",Brooklyn,40.6451,-73.94896,"Kani Events Studio, Esthetika Beauty Salon, Plentys Paradise, Ohel David & Shlomo, The Secret Bloom Studio, Barclays Center In Brooklyn, Yoga Block Party, Kings Theatre, Burlington, Massage Studio34"
358,"Newkirk Av-Little Haiti (2,5)",Brooklyn,40.63997,-73.94841,"Kani Events Studio, Mayan Pro, CL Travels, Plentys Paradise, Massage Studio34, Kings Theatre, Burlington"
359,"Flatbush Av-Brooklyn College (2,5)",Brooklyn,40.632835,-73.94764,"Hillel Plaza, Brooklyn Center for the Performing Arts, Target Brooklyn Junction, Dance Fever Studios, BabysDen, Valentine Museum of Art, Amersfort Park, Teachers Choice, The Eighty8th Med Spa, Paerdegat Park"
360,Pelham Bay Park (6),Bronx,40.852463,-73.82812,"Catch-a-Ride, Lounge 43, Colucci Playground, Illusions Hookah & Mixology Lounge Inc, Perfect Nail Spa, Pelham Bay Park, The Shamrock Inn"
361,Buhre Av (6),Bronx,40.84681,-73.832565,"The Shamrock Inn, Pelham Bay Park, Third Eye Throwbacks, Perfect Nail Spa, Illusions Hookah & Mixology Lounge Inc, Colucci Playground, Lounge 43, Catch-a-Ride"
362,Middletown Rd (6),Bronx,40.843864,-73.83632,"Third Eye Throwbacks, The Shamrock Inn, Perfect Nail Spa, Tones Spa, Playground, Saint Peter's Episcopal Church, Bufano Park"
363,Westchester Sq-E Tremont Av (6),Bronx,40.839893,-73.84295,"Saint Peter's Episcopal Church, Bufano Park, Bronx Arts, McDermott's Pub, Pink princess Nails Party Boutique"
364,Zerega Av (6),Bronx,40.836487,-73.84704,"Saint Peter's Episcopal Church, Castle Hill Playground, Ink Stunts Studio, Bronx Arts, Pink princess Nails Party Boutique, McDermott's Pub"
365,Castle Hill Av (6),Bronx,40.834255,-73.85122,"Castle Hill Playground, Saint Peter's Episcopal Church, Haviland Playground, Ink Stunts Studio, Marshalls, Jazz Secret, The Playroom NYC"
366,Parkchester (6),Bronx,40.833225,-73.86082,"Commonwealth Community Baptist Church, Jazz Secret, Marshalls, Macy's, The Playroom NYC, Haviland Playground, Castle Hill Playground"
367,St Lawrence Av (6),Bronx,40.83151,-73.867615,"Commonwealth Community Baptist Church, Star Billiards, Macy's, Jazz Secret, Marshalls, The Playroom NYC, Noble Playground, Haviland Playground, Parque De Los Ninos"
368,Morrison Av-Soundview (6),Bronx,40.82952,-73.87452,"Star Billiards, Bronx River Alliance, Commonwealth Community Baptist Church, Starlight Park, Parque De Los Ninos, Colgate Close Park"
369,Elder Av (6),Bronx,40.828583,-73.87916,"Parque De Los Ninos, Tequila Y Mezcal Night Club, Longfellow Playground, Colgate Close Park, Lyons Square Playground, Daniel Boone Playground, Star Billiards, Bronx River Alliance, Starlight Park, Rock Garden Park"
370,Whitlock Av (6),Bronx,40.826527,-73.886284,"Longfellow Playground, Bryant Triangle, Tequila Y Mezcal Night Club, Colgate Close Park, Lyons Square Playground, Hoe Garden, Short and Sweet Solutions, Field of Dreams Park, Tiffany Playground, Southern Department Store, inc"
371,Hunts Point Av (6),Bronx,40.82095,-73.89055,"Hoe Garden, Short and Sweet Solutions, The Boogie Down Grind Cafe, Lyons Square Playground, Colgate Close Park, Bryant Triangle, Longfellow Playground, Tequila Y Mezcal Night Club, Southern Department Store, inc, Letty's Beauty Spa"
372,Longwood Av (6),Bronx,40.816105,-73.89644,"Julio Carballo Field, Bronxartspace, Barretto Park, St. Anselm's Church, Fox Playground, Father Gigante Plaza, Southern Department Store, inc, Letty's Beauty Spa, Thessalonia Worship Center, The Boogie Down Grind Cafe"
373,E 149 St (6),Bronx,40.81212,-73.9041,"I-am-park, Fox Playground, St. Anselm's Church, Captain Rivera Playground"
374,E 143 St-St Mary's St (6),Bronx,40.80872,-73.90765,"I-am-park, The Bronx Brewery, Sluggers Baseball Academy, New York City Parks & Recreation, People's Park, Primitive Art & Decoration, Millbrook Playground, Fox Playground"
375,Cypress Av (6),Bronx,40.805367,-73.91404,"Millbrook Playground, Primitive Art & Decoration, New York City Parks & Recreation, People's Park, Brook Park, Sluggers Baseball Academy, The Bronx Brewery, I-am-park, Ranaqua Playground, Willis Playground"
376,Brook Av (6),Bronx,40.807568,-73.91924,"Primitive Art & Decoration, Brook Park, New York City Parks & Recreation, People's Park, Millbrook Playground, Sluggers Baseball Academy, I-am-park, The Bronx Brewery, Ranaqua Playground, All-Boro Estate Liquidation"
377,3 Av-138 St (6),Bronx,40.810474,-73.92614,"Silver Hill Arts, Alquimia Integrative Healing, Scott Bleu Studios, Longwood Art Gallery at Hostos, The Keylin Experience, En Foco Inc, Willis Playground, Aaa3a, The Moth, Kuchuplum"
378,Woodlawn (4),Bronx,40.886036,-73.87875,"Mosholu Golf Course, Van Cortlandt Golf Course, Sachkerah Woods Playground, Perfect Brows NYC"
379,Mosholu Pkwy (4),Bronx,40.87975,-73.88466,"Kossuth Playground, Salud Holistic SPA, Perfect Brows NYC, Sachkerah Woods Playground, Harris Park, Lehman Center for the Performing Arts, Museum of Bronx History and Historical Society, Valentine-Varian House, Williamsbridge Oval, Fancy Nail & Spa"
380,Bedford Park Blvd-Lehman College (4),Bronx,40.873413,-73.89006,"Washington's Walk, Lehman Center for the Performing Arts, Blue Peacock Esthetic Spa, Harris Park, Kossuth Playground, Loco Hot Deals, Webster Avenue Community Playground"
381,Kingsbridge Rd (4),Bronx,40.86776,-73.89717,"Loco Hot Deals, Park, Burlington, Marshalls, Edgar Allan Poe Cottage, Target, Bryan Park, Burlington, Cee & Cee Department Store, Rose Hill Park"
382,Fordham Rd (4),Bronx,40.862804,-73.90103,"Real Tours NYC - Day Tours, Disco Sonido El AGUILA, Devoe Park, Slattery Playground, Raw Gallery Nyc, Hall of Fame for Great Americans, Grand Playground, Gould Memorial Library, Marshalls, Burlington"
383,183 St (4),Bronx,40.858406,-73.90388,"Hall of Fame for Great Americans, Grand Playground, Gould Memorial Library, Empanadas Monumental, Slattery Playground, Raw Gallery Nyc, Real Tours NYC - Day Tours, Devoe Park, Park Avenue Thorpe, Marshalls"
384,Burnside Av (4),Bronx,40.853455,-73.907684,"Devanney Triangle, Echo Triangle, Central Jet Charter Inc., Morton Playground, O'brien Oval, Gould Memorial Library, Grand Playground, Empanadas Monumental, Hall of Fame for Great Americans, Raw Gallery Nyc"
385,176 St (4),Bronx,40.84848,-73.9118,"Cleopatra Playground, Half Nelson Playground, Cosita Spa, Crystal-Lization, Extreme Department Store, Morton Playground, Echo Triangle, Devanney Triangle, Barry Plaza, Empanadas Monumental"
386,Mt Eden Av (4),Bronx,40.844433,-73.91469,"Extreme Department Store, Cosita Spa, Crystal-Lization, Half Nelson Playground, Face Boutique Laser Spa, Morton Playground, Echo Triangle, Little Claremont Playground, Hat Heaven"
387,170 St (4),Bronx,40.840076,-73.91779,"Hat Heaven, Grant Park, Askari Tours, Joker Stairs, Nelson Playground, Mullaly Park, Extreme Department Store, Cosita Spa, Crystal-Lization, Half Nelson Playground"
388,167 St (4),Bronx,40.835537,-73.9214,"Hat Heaven, Grant Park, Askari Tours, Bronx Museum of the Arts, Joker Stairs, Nelson Playground, Mullaly Park, Yankee Stadium, Hard Rock Cafe Yankee Stadium, NYC Up Close Walking Tours LLC"
391,"138 St-Grand Concourse (4,5)",Bronx,40.813225,-73.92985,"The Keylin Experience, En Foco Inc, Scott Bleu Studios, Alquimia Integrative Healing, Longwood Art Gallery at Hostos, Silver Hill Arts, Aaa3a, Willis Playground, The Moth, Kuchuplum"
