DATE,NAME,TMAX,TMIN,TAVG,PRCP,AWND,SNOW
2022-10-01,"NY CITY CENTRAL PARK, NY US",61.0,51.0,56.0,0.59,10.07,0.0
2022-10-02,"NY CITY CENTRAL PARK, NY US",60.0,50.0,55.0,0.0,12.3,0.0
2022-10-03,"NY CITY CENTRAL PARK, NY US",53.0,47.0,50.0,0.47,10.51,0.0
2022-10-04,"NY CITY CENTRAL PARK, NY US",55.0,46.0,50.5,1.85,9.84,0.0
2022-10-05,"NY CITY CENTRAL PARK, NY US",59.0,54.0,56.5,0.37,5.37,0.0
2022-10-06,"NY CITY CENTRAL PARK, NY US",74.0,53.0,63.5,0.0,2.91,0.0
2022-10-07,"NY CITY CENTRAL PARK, NY US",76.0,58.0,67.0,0.0,4.7,0.0
2022-10-08,"NY CITY CENTRAL PARK, NY US",58.0,47.0,52.5,0.03,4.7,0.0
2022-10-09,"NY CITY CENTRAL PARK, NY US",61.0,44.0,52.5,0.0,3.58,0.0
2022-10-10,"NY CITY CENTRAL PARK, NY US",67.0,52.0,59.5,0.0,3.36,0.0
2022-10-11,"NY CITY CENTRAL PARK, NY US",70.0,51.0,60.5,0.0,2.68,0.0
2022-10-12,"NY CITY CENTRAL PARK, NY US",70.0,57.0,63.5,0.0,3.58,0.0
2022-10-13,"NY CITY CENTRAL PARK, NY US",69.0,54.0,61.5,0.8,4.03,0.0
2022-10-14,"NY CITY CENTRAL PARK, NY US",67.0,52.0,59.5,0.19,3.8,0.0
2022-10-15,"NY CITY CENTRAL PARK, NY US",68.0,50.0,59.0,0.0,2.91,0.0
2022-10-16,"NY CITY CENTRAL PARK, NY US",64.0,52.0,58.0,0.0,2.68,0.0
2022-10-17,"NY CITY CENTRAL PARK, NY US",66.0,53.0,59.5,0.14,3.8,0.0
2022-10-18,"NY CITY CENTRAL PARK, NY US",56.0,46.0,51.0,0.0,5.59,0.0
2022-10-19,"NY CITY CENTRAL PARK, NY US",54.0,42.0,48.0,0.0,5.59,0.0
2022-10-20,"NY CITY CENTRAL PARK, NY US",58.0,44.0,51.0,0.0,5.59,0.0
2022-10-21,"NY CITY CENTRAL PARK, NY US",62.0,46.0,54.0,0.0,2.24,0.0
2022-10-22,"NY CITY CENTRAL PARK, NY US",66.0,49.0,57.5,0.0,2.68,0.0
2022-10-23,"NY CITY CENTRAL PARK, NY US",61.0,54.0,57.5,0.02,7.16,0.0
2022-10-24,"NY CITY CENTRAL PARK, NY US",61.0,55.0,58.0,0.52,7.61,0.0
2022-10-25,"NY CITY CENTRAL PARK, NY US",70.0,61.0,65.5,0.0,2.46,0.0
2022-10-26,"NY CITY CENTRAL PARK, NY US",72.0,60.0,66.0,0.0,2.91,0.0
2022-10-27,"NY CITY CENTRAL PARK, NY US",65.0,52.0,58.5,0.0,6.71,0.0
2022-10-28,"NY CITY CENTRAL PARK, NY US",56.0,45.0,50.5,0.0,5.59,0.0
2022-10-29,"NY CITY CENTRAL PARK, NY US",58.0,43.0,50.5,0.0,3.36,0.0
2022-10-30,"NY CITY CENTRAL PARK, NY US",63.0,43.0,53.0,0.0,0.89,0.0
2022-10-31,"NY CITY CENTRAL PARK, NY US",65.0,51.0,58.0,0.1,1.57,0.0
2022-11-01,"NY CITY CENTRAL PARK, NY US",67.0,59.0,63.0,0.08,3.8,0.0
2022-11-02,"NY CITY CENTRAL PARK, NY US",70.0,54.0,62.0,0.0,2.24,0.0
2022-11-03,"NY CITY CENTRAL PARK, NY US",67.0,52.0,59.5,0.0,2.01,0.0
2022-11-04,"NY CITY CENTRAL PARK, NY US",70.0,53.0,61.5,0.0,2.01,0.0
2022-11-05,"NY CITY CENTRAL PARK, NY US",76.0,64.0,70.0,0.0,4.03,0.0
2022-11-06,"NY CITY CENTRAL PARK, NY US",75.0,66.0,70.5,0.0,4.25,0.0
2022-11-07,"NY CITY CENTRAL PARK, NY US",77.0,54.0,65.5,0.0,6.04,0.0
2022-11-08,"NY CITY CENTRAL PARK, NY US",58.0,47.0,52.5,0.0,7.16,0.0
2022-11-09,"NY CITY CENTRAL PARK, NY US",53.0,40.0,46.5,0.0,4.47,0.0
2022-11-10,"NY CITY CENTRAL PARK, NY US",66.0,47.0,56.5,0.0,2.91,0.0
2022-11-11,"NY CITY CENTRAL PARK, NY US",68.0,59.0,63.5,0.89,3.58,0.0
2022-11-12,"NY CITY CENTRAL PARK, NY US",69.0,60.0,64.5,0.08,5.14,0.0
2022-11-13,"NY CITY CENTRAL PARK, NY US",61.0,41.0,51.0,0.04,5.82,0.0
2022-11-14,"NY CITY CENTRAL PARK, NY US",45.0,37.0,41.0,0.0,6.26,0.0
2022-11-15,"NY CITY CENTRAL PARK, NY US",46.0,35.0,40.5,0.56,6.71,0.0
2022-11-16,"NY CITY CENTRAL PARK, NY US",50.0,39.0,44.5,0.28,8.05,0.0
2022-11-17,"NY CITY CENTRAL PARK, NY US",46.0,37.0,41.5,0.0,7.61,0.0
2022-11-18,"NY CITY CENTRAL PARK, NY US",44.0,34.0,39.0,0.0,5.82,0.0
2022-11-19,"NY CITY CENTRAL PARK, NY US",40.0,31.0,35.5,0.0,5.82,0.0
2022-11-20,"NY CITY CENTRAL PARK, NY US",40.0,30.0,35.0,0.0,9.62,0.0
2022-11-21,"NY CITY CENTRAL PARK, NY US",41.0,27.0,34.0,0.0,6.26,0.0
2022-11-22,"NY CITY CENTRAL PARK, NY US",51.0,37.0,44.0,0.0,5.37,0.0
2022-11-23,"NY CITY CENTRAL PARK, NY US",55.0,42.0,48.5,0.0,4.47,0.0
2022-11-24,"NY CITY CENTRAL PARK, NY US",54.0,40.0,47.0,0.0,3.8,0.0
2022-11-25,"NY CITY CENTRAL PARK, NY US",55.0,46.0,50.5,0.02,7.83,0.0
2022-11-26,"NY CITY CENTRAL PARK, NY US",57.0,42.0,49.5,0.0,6.93,0.0
2022-11-27,"NY CITY CENTRAL PARK, NY US",60.0,48.0,54.0,0.7,5.59,0.0
2022-11-28,"NY CITY CENTRAL PARK, NY US",54.0,41.0,47.5,0.0,7.38,0.0
2022-11-29,"NY CITY CENTRAL PARK, NY US",44.0,36.0,40.0,0.0,2.91,0.0
2022-11-30,"NY CITY CENTRAL PARK, NY US",58.0,40.0,49.0,0.5,6.93,0.0
2022-12-01,"NY CITY CENTRAL PARK, NY US",43.0,35.0,39.0,0.0,8.28,0.0
2022-12-02,"NY CITY CENTRAL PARK, NY US",47.0,32.0,39.5,0.0,3.8,0.0
2022-12-03,"NY CITY CENTRAL PARK, NY US",58.0,45.0,51.5,0.49,6.93,0.0
2022-12-04,"NY CITY CENTRAL PARK, NY US",45.0,38.0,41.5,0.0,4.92,0.0
2022-12-05,"NY CITY CENTRAL PARK, NY US",48.0,36.0,42.0,0.0,2.91,0.0
2022-12-06,"NY CITY CENTRAL PARK, NY US",58.0,42.0,50.0,1.05,5.14,0.0
2022-12-07,"NY CITY CENTRAL PARK, NY US",59.0,54.0,56.5,0.26,3.36,0.0
2022-12-08,"NY CITY CENTRAL PARK, NY US",55.0,42.0,48.5,0.0,4.7,0.0
2022-12-09,"NY CITY CENTRAL PARK, NY US",45.0,36.0,40.5,0.0,6.71,0.0
2022-12-10,"NY CITY CENTRAL PARK, NY US",39.0,32.0,35.5,0.0,7.16,0.0
2022-12-11,"NY CITY CENTRAL PARK, NY US",40.0,33.0,36.5,0.32,8.05,0.0
2022-12-12,"NY CITY CENTRAL PARK, NY US",38.0,28.0,33.0,0.01,5.82,0.0
2022-12-13,"NY CITY CENTRAL PARK, NY US",40.0,25.0,32.5,0.0,4.03,0.0
2022-12-14,"NY CITY CENTRAL PARK, NY US",39.0,31.0,35.0,0.0,7.38,0.0
2022-12-15,"NY CITY CENTRAL PARK, NY US",42.0,33.0,37.5,0.51,8.5,0.0
2022-12-16,"NY CITY CENTRAL PARK, NY US",44.0,38.0,41.0,0.85,11.18,0.0
2022-12-17,"NY CITY CENTRAL PARK, NY US",44.0,36.0,40.0,0.0,8.05,0.0
2022-12-18,"NY CITY CENTRAL PARK, NY US",40.0,32.0,36.0,0.0,7.61,0.0
2022-12-19,"NY CITY CENTRAL PARK, NY US",39.0,31.0,35.0,0.0,7.61,0.0
2022-12-20,"NY CITY CENTRAL PARK, NY US",39.0,30.0,34.5,0.0,5.59,0.0
2022-12-21,"NY CITY CENTRAL PARK, NY US",40.0,27.0,33.5,0.0,1.57,0.0
2022-12-22,"NY CITY CENTRAL PARK, NY US",47.0,35.0,41.0,0.23,8.5,0.0
2022-12-23,"NY CITY CENTRAL PARK, NY US",58.0,8.0,33.0,1.83,10.07,0.0
2022-12-24,"NY CITY CENTRAL PARK, NY US",15.0,7.0,11.0,0.0,11.41,0.0
2022-12-25,"NY CITY CENTRAL PARK, NY US",28.0,14.0,21.0,0.0,8.5,0.0
2022-12-26,"NY CITY CENTRAL PARK, NY US",29.0,18.0,23.5,0.0,7.16,0.0
2022-12-27,"NY CITY CENTRAL PARK, NY US",35.0,29.0,32.0,0.0,5.59,0.0
2022-12-28,"NY CITY CENTRAL PARK, NY US",47.0,33.0,40.0,0.0,5.14,0.0
2022-12-29,"NY CITY CENTRAL PARK, NY US",51.0,40.0,45.5,0.0,6.04,0.0
2022-12-30,"NY CITY CENTRAL PARK, NY US",62.0,46.0,54.0,0.0,2.91,0.0
2022-12-31,"NY CITY CENTRAL PARK, NY US",55.0,50.0,52.5,0.28,1.79,0.0
2023-01-01,"NY CITY CENTRAL PARK, NY US",55.0,49.0,52.0,0.0,4.92,0.0
2023-01-02,"NY CITY CENTRAL PARK, NY US",56.0,49.0,52.5,0.02,3.58,0.0
2023-01-03,"NY CITY CENTRAL PARK, NY US",58.0,47.0,52.5,0.42,3.13,0.0
2023-01-04,"NY CITY CENTRAL PARK, NY US",66.0,49.0,57.5,0.02,4.47,0.0
2023-01-05,"NY CITY CENTRAL PARK, NY US",50.0,44.0,47.0,0.01,5.14,0.0
2023-01-06,"NY CITY CENTRAL PARK, NY US",49.0,39.0,44.0,0.27,5.37,0.0
2023-01-07,"NY CITY CENTRAL PARK, NY US",45.0,37.0,41.0,0.0,6.71,0.0
2023-01-08,"NY CITY CENTRAL PARK, NY US",41.0,33.0,37.0,0.0,4.7,0.0
2023-01-09,"NY CITY CENTRAL PARK, NY US",44.0,37.0,40.5,0.01,4.47,0.0
2023-01-10,"NY CITY CENTRAL PARK, NY US",41.0,38.0,39.5,0.0,4.25,0.0
2023-01-11,"NY CITY CENTRAL PARK, NY US",39.0,35.0,37.0,0.0,6.49,0.0
2023-01-12,"NY CITY CENTRAL PARK, NY US",55.0,37.0,46.0,0.3,4.92,0.0
2023-01-13,"NY CITY CENTRAL PARK, NY US",57.0,38.0,47.5,0.09,7.16,0.0
2023-01-14,"NY CITY CENTRAL PARK, NY US",38.0,31.0,34.5,0.0,8.95,0.0
2023-01-15,"NY CITY CENTRAL PARK, NY US",41.0,30.0,35.5,0.0,9.62,0.0
2023-01-16,"NY CITY CENTRAL PARK, NY US",48.0,28.0,38.0,0.0,7.61,0.0
2023-01-17,"NY CITY CENTRAL PARK, NY US",47.0,35.0,41.0,0.0,3.13,0.0
2023-01-18,"NY CITY CENTRAL PARK, NY US",53.0,42.0,47.5,0.05,7.61,0.0
2023-01-19,"NY CITY CENTRAL PARK, NY US",44.0,40.0,42.0,0.87,4.25,0.0
2023-01-20,"NY CITY CENTRAL PARK, NY US",49.0,40.0,44.5,0.0,6.71,0.0
2023-01-21,"NY CITY CENTRAL PARK, NY US",42.0,37.0,39.5,0.0,5.59,0.0
2023-01-22,"NY CITY CENTRAL PARK, NY US",42.0,36.0,39.0,0.51,4.7,0.0
2023-01-23,"NY CITY CENTRAL PARK, NY US",39.0,36.0,37.5,0.41,7.61,0.0
2023-01-24,"NY CITY CENTRAL PARK, NY US",46.0,35.0,40.5,0.0,6.93,0.0
2023-01-25,"NY CITY CENTRAL PARK, NY US",54.0,35.0,44.5,0.9,6.04,0.0
2023-01-26,"NY CITY CENTRAL PARK, NY US",57.0,41.0,49.0,0.44,8.95,0.0
2023-01-27,"NY CITY CENTRAL PARK, NY US",44.0,35.0,39.5,0.0,5.82,0.0
2023-01-28,"NY CITY CENTRAL PARK, NY US",52.0,36.0,44.0,0.0,7.16,0.0
2023-01-29,"NY CITY CENTRAL PARK, NY US",53.0,42.0,47.5,0.0,4.7,0.0
2023-01-30,"NY CITY CENTRAL PARK, NY US",55.0,43.0,49.0,0.0,2.91,0.0
2023-01-31,"NY CITY CENTRAL PARK, NY US",50.0,31.0,40.5,0.06,4.25,0.0
2023-02-01,"NY CITY CENTRAL PARK, NY US",38.0,26.0,32.0,0.02,5.59,0.4
2023-02-02,"NY CITY CENTRAL PARK, NY US",40.0,29.0,34.5,0.0,4.92,0.0
2023-02-03,"NY CITY CENTRAL PARK, NY US",35.0,11.0,23.0,0.0,11.86,0.0
2023-02-04,"NY CITY CENTRAL PARK, NY US",27.0,3.0,15.0,0.0,8.72,0.0
2023-02-05,"NY CITY CENTRAL PARK, NY US",49.0,27.0,38.0,0.0,3.58,0.0
2023-02-06,"NY CITY CENTRAL PARK, NY US",52.0,34.0,43.0,0.0,4.92,0.0
2023-02-07,"NY CITY CENTRAL PARK, NY US",43.0,30.0,36.5,0.02,4.92,0.0
2023-02-08,"NY CITY CENTRAL PARK, NY US",53.0,39.0,46.0,0.0,6.04,0.0
2023-02-09,"NY CITY CENTRAL PARK, NY US",55.0,42.0,48.5,0.0,3.58,0.0
2023-02-10,"NY CITY CENTRAL PARK, NY US",61.0,45.0,53.0,0.0,8.5,0.0
2023-02-11,"NY CITY CENTRAL PARK, NY US",46.0,36.0,41.0,0.0,5.82,0.0
2023-02-12,"NY CITY CENTRAL PARK, NY US",48.0,38.0,43.0,0.01,4.25,0.0
2023-02-13,"NY CITY CENTRAL PARK, NY US",57.0,41.0,49.0,0.0,7.38,0.0
2023-02-14,"NY CITY CENTRAL PARK, NY US",54.0,40.0,47.0,0.0,5.59,0.0
2023-02-15,"NY CITY CENTRAL PARK, NY US",67.0,47.0,57.0,0.0,4.47,0.0
2023-02-16,"NY CITY CENTRAL PARK, NY US",70.0,56.0,63.0,0.07,3.58,0.0
2023-02-17,"NY CITY CENTRAL PARK, NY US",61.0,32.0,46.5,0.18,7.16,0.0
2023-02-18,"NY CITY CENTRAL PARK, NY US",43.0,27.0,35.0,0.0,8.28,0.0
2023-02-19,"NY CITY CENTRAL PARK, NY US",50.0,37.0,43.5,0.0,3.36,0.0
2023-02-20,"NY CITY CENTRAL PARK, NY US",61.0,47.0,54.0,0.0,6.04,0.0
2023-02-21,"NY CITY CENTRAL PARK, NY US",50.0,37.0,43.5,0.27,4.92,0.0
2023-02-22,"NY CITY CENTRAL PARK, NY US",44.0,37.0,40.5,0.14,6.04,0.0
2023-02-23,"NY CITY CENTRAL PARK, NY US",44.0,38.0,41.0,0.02,7.38,0.0
2023-02-24,"NY CITY CENTRAL PARK, NY US",45.0,25.0,35.0,0.0,8.72,0.0
2023-02-25,"NY CITY CENTRAL PARK, NY US",33.0,23.0,28.0,0.0,3.58,0.0
2023-02-26,"NY CITY CENTRAL PARK, NY US",50.0,30.0,40.0,0.0,5.37,0.0
2023-02-27,"NY CITY CENTRAL PARK, NY US",46.0,33.0,39.5,0.21,5.14,0.9
2023-02-28,"NY CITY CENTRAL PARK, NY US",38.0,32.0,35.0,0.34,5.59,0.9
2023-03-01,"NY CITY CENTRAL PARK, NY US",44.0,33.0,38.5,0.0,5.82,0.0
2023-03-02,"NY CITY CENTRAL PARK, NY US",54.0,39.0,46.5,0.0,5.59,0.0
2023-03-03,"NY CITY CENTRAL PARK, NY US",47.0,37.0,42.0,0.15,5.82,0.0
2023-03-04,"NY CITY CENTRAL PARK, NY US",45.0,38.0,41.5,0.99,8.05,0.0
2023-03-05,"NY CITY CENTRAL PARK, NY US",53.0,38.0,45.5,0.0,8.05,0.0
2023-03-06,"NY CITY CENTRAL PARK, NY US",52.0,40.0,46.0,0.0,5.37,0.0
2023-03-07,"NY CITY CENTRAL PARK, NY US",47.0,33.0,40.0,0.06,10.74,0.1
2023-03-08,"NY CITY CENTRAL PARK, NY US",48.0,31.0,39.5,0.0,8.5,0.0
2023-03-09,"NY CITY CENTRAL PARK, NY US",51.0,33.0,42.0,0.0,7.83,0.0
2023-03-10,"NY CITY CENTRAL PARK, NY US",46.0,35.0,40.5,0.36,3.8,0.0
2023-03-11,"NY CITY CENTRAL PARK, NY US",45.0,35.0,40.0,0.4,8.28,0.0
2023-03-12,"NY CITY CENTRAL PARK, NY US",48.0,34.0,41.0,0.0,4.25,0.0
2023-03-13,"NY CITY CENTRAL PARK, NY US",45.0,38.0,41.5,0.67,7.16,0.0
2023-03-14,"NY CITY CENTRAL PARK, NY US",38.0,33.0,35.5,0.13,10.29,0.0
2023-03-15,"NY CITY CENTRAL PARK, NY US",45.0,34.0,39.5,0.0,12.97,0.0
2023-03-16,"NY CITY CENTRAL PARK, NY US",59.0,34.0,46.5,0.0,6.26,0.0
2023-03-17,"NY CITY CENTRAL PARK, NY US",60.0,47.0,53.5,0.0,3.36,0.0
2023-03-18,"NY CITY CENTRAL PARK, NY US",56.0,40.0,48.0,0.02,6.93,0.0
2023-03-19,"NY CITY CENTRAL PARK, NY US",40.0,29.0,34.5,0.0,8.72,0.0
2023-03-20,"NY CITY CENTRAL PARK, NY US",51.0,31.0,41.0,0.0,4.92,0.0
2023-03-21,"NY CITY CENTRAL PARK, NY US",63.0,40.0,51.5,0.0,5.82,0.0
2023-03-22,"NY CITY CENTRAL PARK, NY US",62.0,48.0,55.0,0.0,3.58,0.0
2023-03-23,"NY CITY CENTRAL PARK, NY US",60.0,48.0,54.0,0.09,4.7,0.0
2023-03-24,"NY CITY CENTRAL PARK, NY US",55.0,44.0,49.5,0.0,5.14,0.0
2023-03-25,"NY CITY CENTRAL PARK, NY US",47.0,42.0,44.5,0.15,8.05,0.0
2023-03-26,"NY CITY CENTRAL PARK, NY US",63.0,44.0,53.5,0.0,6.04,0.0
2023-03-27,"NY CITY CENTRAL PARK, NY US",62.0,43.0,52.5,0.29,5.82,0.0
2023-03-28,"NY CITY CENTRAL PARK, NY US",52.0,42.0,47.0,0.0,4.03,0.0
2023-03-29,"NY CITY CENTRAL PARK, NY US",55.0,39.0,47.0,0.0,5.82,0.0
2023-03-30,"NY CITY CENTRAL PARK, NY US",46.0,31.0,38.5,0.01,7.38,0.0
2023-03-31,"NY CITY CENTRAL PARK, NY US",57.0,38.0,47.5,0.0,2.46,0.0
2023-04-01,"NY CITY CENTRAL PARK, NY US",72.0,51.0,61.5,0.38,4.92,0.0
2023-04-02,"NY CITY CENTRAL PARK, NY US",51.0,40.0,45.5,0.0,9.17,0.0
2023-04-03,"NY CITY CENTRAL PARK, NY US",59.0,39.0,49.0,0.0,4.47,0.0
2023-04-04,"NY CITY CENTRAL PARK, NY US",73.0,48.0,60.5,0.0,1.79,0.0
2023-04-05,"NY CITY CENTRAL PARK, NY US",57.0,46.0,51.5,0.0,8.5,0.0
2023-04-06,"NY CITY CENTRAL PARK, NY US",80.0,47.0,63.5,0.0,3.13,0.0
2023-04-07,"NY CITY CENTRAL PARK, NY US",60.0,42.0,51.0,0.0,8.05,0.0
2023-04-08,"NY CITY CENTRAL PARK, NY US",54.0,37.0,45.5,0.0,3.36,0.0
2023-04-09,"NY CITY CENTRAL PARK, NY US",57.0,40.0,48.5,0.0,4.25,0.0
2023-04-10,"NY CITY CENTRAL PARK, NY US",68.0,42.0,55.0,0.0,5.14,0.0
2023-04-11,"NY CITY CENTRAL PARK, NY US",75.0,51.0,63.0,0.0,5.82,0.0
2023-04-12,"NY CITY CENTRAL PARK, NY US",84.0,64.0,74.0,0.0,5.59,0.0
2023-04-13,"NY CITY CENTRAL PARK, NY US",90.0,67.0,78.5,0.0,5.59,0.0
2023-04-14,"NY CITY CENTRAL PARK, NY US",91.0,70.0,80.5,0.0,3.36,0.0
2023-04-15,"NY CITY CENTRAL PARK, NY US",75.0,59.0,67.0,0.02,3.58,0.0
2023-04-16,"NY CITY CENTRAL PARK, NY US",71.0,57.0,64.0,0.0,2.91,0.0
2023-04-17,"NY CITY CENTRAL PARK, NY US",68.0,53.0,60.5,0.0,5.82,0.0
2023-04-18,"NY CITY CENTRAL PARK, NY US",57.0,45.0,51.0,0.0,7.16,0.0
2023-04-19,"NY CITY CENTRAL PARK, NY US",64.0,45.0,54.5,0.0,5.82,0.0
2023-04-20,"NY CITY CENTRAL PARK, NY US",66.0,45.0,55.5,0.0,2.68,0.0
2023-04-21,"NY CITY CENTRAL PARK, NY US",71.0,51.0,61.0,0.0,5.14,0.0
2023-04-22,"NY CITY CENTRAL PARK, NY US",67.0,51.0,59.0,0.68,7.16,0.0
2023-04-23,"NY CITY CENTRAL PARK, NY US",69.0,50.0,59.5,1.51,5.59,0.0
2023-04-24,"NY CITY CENTRAL PARK, NY US",62.0,44.0,53.0,0.0,4.03,0.0
2023-04-25,"NY CITY CENTRAL PARK, NY US",60.0,46.0,53.0,0.0,2.46,0.0
2023-04-26,"NY CITY CENTRAL PARK, NY US",60.0,46.0,53.0,0.0,2.46,0.0
2023-04-27,"NY CITY CENTRAL PARK, NY US",57.0,49.0,53.0,0.0,3.13,0.0
2023-04-28,"NY CITY CENTRAL PARK, NY US",56.0,47.0,51.5,0.33,6.71,0.0
2023-04-29,"NY CITY CENTRAL PARK, NY US",53.0,47.0,50.0,2.46,8.5,0.0
2023-04-30,"NY CITY CENTRAL PARK, NY US",60.0,50.0,55.0,2.32,6.93,0.0
2023-05-01,"NY CITY CENTRAL PARK, NY US",61.0,49.0,55.0,0.09,6.93,0.0
2023-05-02,"NY CITY CENTRAL PARK, NY US",56.0,44.0,50.0,0.25,4.47,0.0
2023-05-03,"NY CITY CENTRAL PARK, NY US",57.0,47.0,52.0,0.0,3.13,0.0
2023-05-04,"NY CITY CENTRAL PARK, NY US",55.0,48.0,51.5,0.05,3.8,0.0
2023-05-05,"NY CITY CENTRAL PARK, NY US",66.0,48.0,57.0,0.0,2.01,0.0
2023-05-06,"NY CITY CENTRAL PARK, NY US",73.0,48.0,60.5,0.0,2.91,0.0
2023-05-07,"NY CITY CENTRAL PARK, NY US",78.0,54.0,66.0,0.02,2.91,0.0
2023-05-08,"NY CITY CENTRAL PARK, NY US",77.0,58.0,67.5,0.0,4.7,0.0
2023-05-09,"NY CITY CENTRAL PARK, NY US",71.0,54.0,62.5,0.0,2.91,0.0
2023-05-10,"NY CITY CENTRAL PARK, NY US",73.0,50.0,61.5,0.0,2.01,0.0
2023-05-11,"NY CITY CENTRAL PARK, NY US",80.0,57.0,68.5,0.0,3.8,0.0
2023-05-12,"NY CITY CENTRAL PARK, NY US",87.0,65.0,76.0,0.0,2.91,0.0
2023-05-13,"NY CITY CENTRAL PARK, NY US",82.0,66.0,74.0,0.0,2.91,0.0
2023-05-14,"NY CITY CENTRAL PARK, NY US",74.0,59.0,66.5,0.0,6.26,0.0
2023-05-15,"NY CITY CENTRAL PARK, NY US",74.0,52.0,63.0,0.0,3.8,0.0
2023-05-16,"NY CITY CENTRAL PARK, NY US",79.0,58.0,68.5,0.0,5.14,0.0
2023-05-17,"NY CITY CENTRAL PARK, NY US",69.0,50.0,59.5,0.0,5.82,0.0
2023-05-18,"NY CITY CENTRAL PARK, NY US",61.0,43.0,52.0,0.0,4.25,0.0
2023-05-19,"NY CITY CENTRAL PARK, NY US",70.0,52.0,61.0,0.0,2.24,0.0
2023-05-20,"NY CITY CENTRAL PARK, NY US",65.0,57.0,61.0,0.77,2.91,0.0
2023-05-21,"NY CITY CENTRAL PARK, NY US",70.0,55.0,62.5,0.02,4.7,0.0
2023-05-22,"NY CITY CENTRAL PARK, NY US",75.0,57.0,66.0,0.0,2.68,0.0
2023-05-23,"NY CITY CENTRAL PARK, NY US",70.0,54.0,62.0,0.0,2.91,0.0
2023-05-24,"NY CITY CENTRAL PARK, NY US",77.0,53.0,65.0,0.08,2.68,0.0
2023-05-25,"NY CITY CENTRAL PARK, NY US",68.0,50.0,59.0,0.0,7.38,0.0
2023-05-26,"NY CITY CENTRAL PARK, NY US",72.0,53.0,62.5,0.0,3.36,0.0
2023-05-27,"NY CITY CENTRAL PARK, NY US",78.0,56.0,67.0,0.0,3.36,0.0
2023-05-28,"NY CITY CENTRAL PARK, NY US",79.0,59.0,69.0,0.0,2.24,0.0
2023-05-29,"NY CITY CENTRAL PARK, NY US",79.0,59.0,69.0,0.0,5.37,0.0
2023-05-30,"NY CITY CENTRAL PARK, NY US",72.0,55.0,63.5,0.0,4.92,0.0
2023-05-31,"NY CITY CENTRAL PARK, NY US",77.0,51.0,64.0,0.0,2.24,0.0
2023-06-01,"NY CITY CENTRAL PARK, NY US",87.0,59.0,73.0,0.0,1.79,0.0
2023-06-02,"NY CITY CENTRAL PARK, NY US",91.0,66.0,78.5,0.24,2.01,0.0
2023-06-03,"NY CITY CENTRAL PARK, NY US",69.0,54.0,61.5,0.0,7.61,0.0
2023-06-04,"NY CITY CENTRAL PARK, NY US",69.0,49.0,59.0,0.0,5.82,0.0
2023-06-05,"NY CITY CENTRAL PARK, NY US",76.0,56.0,66.0,0.0,2.91,0.0
2023-06-06,"NY CITY CENTRAL PARK, NY US",79.0,60.0,69.5,0.0,3.8,0.0
2023-06-07,"NY CITY CENTRAL PARK, NY US",69.0,57.0,63.0,0.0,4.92,0.0
2023-06-08,"NY CITY CENTRAL PARK, NY US",72.0,55.0,63.5,0.0,2.68,0.0
2023-06-09,"NY CITY CENTRAL PARK, NY US",72.0,58.0,65.0,0.0,3.8,0.0
2023-06-10,"NY CITY CENTRAL PARK, NY US",78.0,58.0,68.0,0.0,3.8,0.0
2023-06-11,"NY CITY CENTRAL PARK, NY US",82.0,64.0,73.0,0.01,0.89,0.0
2023-06-12,"NY CITY CENTRAL PARK, NY US",78.0,66.0,72.0,0.3,2.91,0.0
2023-06-13,"NY CITY CENTRAL PARK, NY US",78.0,64.0,71.0,0.0,4.92,0.0
2023-06-14,"NY CITY CENTRAL PARK, NY US",76.0,63.0,69.5,0.14,3.8,0.0
2023-06-15,"NY CITY CENTRAL PARK, NY US",77.0,61.0,69.0,0.0,5.14,0.0
2023-06-16,"NY CITY CENTRAL PARK, NY US",79.0,63.0,71.0,0.23,2.68,0.0
2023-06-17,"NY CITY CENTRAL PARK, NY US",77.0,62.0,69.5,0.0,4.47,0.0
2023-06-18,"NY CITY CENTRAL PARK, NY US",80.0,62.0,71.0,0.0,4.47,0.0
2023-06-19,"NY CITY CENTRAL PARK, NY US",81.0,65.0,73.0,0.0,3.8,0.0
2023-06-20,"NY CITY CENTRAL PARK, NY US",78.0,64.0,71.0,0.0,5.37,0.0
2023-06-21,"NY CITY CENTRAL PARK, NY US",73.0,62.0,67.5,0.0,10.51,0.0
2023-06-22,"NY CITY CENTRAL PARK, NY US",72.0,60.0,66.0,0.0,8.72,0.0
2023-06-23,"NY CITY CENTRAL PARK, NY US",71.0,65.0,68.0,0.04,3.13,0.0
2023-06-24,"NY CITY CENTRAL PARK, NY US",78.0,69.0,73.5,0.07,0.67,0.0
2023-06-25,"NY CITY CENTRAL PARK, NY US",85.0,71.0,78.0,0.0,1.57,0.0
2023-06-26,"NY CITY CENTRAL PARK, NY US",78.0,68.0,73.0,0.51,4.03,0.0
2023-06-27,"NY CITY CENTRAL PARK, NY US",79.0,66.0,72.5,0.08,1.57,0.0
2023-06-28,"NY CITY CENTRAL PARK, NY US",82.0,66.0,74.0,0.0,3.8,0.0
2023-06-29,"NY CITY CENTRAL PARK, NY US",82.0,65.0,73.5,0.0,2.46,0.0
2023-06-30,"NY CITY CENTRAL PARK, NY US",84.0,70.0,77.0,0.0,1.79,0.0
